brand,model,year,age_years,mileage_km,fuel_type,transmission,region,accident_history,owners_count,engine_cc,price_krw,export_demand_index
Hyundai,Santa Fe,2020,6,103635,Дизель,Автомат,Ульсан,0,2,2999,14300000,1.328
Kia,Sorento,2018,8,111315,Дизель,Автомат,Сеул,0,3,2199,5600000,1.026
Hyundai,Sonata,2024,2,23458,Бензин,Автомат,Инчхон,0,1,2497,22800000,1.063
Kia,K5,2023,3,41287,Бензин,Автомат,Тэгу,0,2,1998,16600000,1.063
Genesis,G80,2025,1,6800,LPG,Автомат,Ульсан,1,3,2497,39600000,0.766
Kia,Sportage,2018,8,143574,Дизель,Механика,Кёнгидо (Ансан),1,1,1998,4600000,0.572
Kia,Sorento,2016,10,90901,Бензин,Автомат,Тэгу,0,2,2999,5600000,1.026
Hyundai,Santa Fe,2017,9,119951,Гибрид,Автомат,Тэгу,1,2,1600,5700000,0.696
Kia,K5,2026,0,500,Бензин,Автомат,Тэгу,0,1,1998,27400000,0.821
Hyundai,Avante,2020,6,84349,Бензин,Автомат,Тэгу,0,3,2199,5400000,0.93
Renault Korea,QM6,2020,6,80592,Гибрид,Автомат,Кёнгидо (Ансан),0,3,1600,7500000,1.021
Hyundai,Sonata,2017,9,160239,Бензин,Автомат,Тэгу,0,1,1998,4000000,0.821
Kia,Sorento,2026,0,500,LPG,Автомат,Пусан,0,1,1998,36900000,0.929
Hyundai,Avante,2017,9,101127,Дизель,Автомат,Инчхон,0,1,2199,3000000,0.718
Hyundai,Avante,2020,6,103953,Дизель,Автомат,Кёнгидо (Ансан),0,3,2999,6000000,0.93
Hyundai,Avante,2020,6,107908,Бензин,Автомат,Ульсан,1,3,1600,5800000,0.697
Hyundai,Avante,2024,2,41923,Гибрид,Автомат,Инчхон,0,3,1998,14200000,0.841
Hyundai,Avante,2017,9,117071,Бензин,Автомат,Кёнгидо (Ансан),1,3,2199,3000000,0.539
Kia,K5,2018,8,118817,Дизель,Автомат,Кёнгидо (Ансан),1,2,1600,3900000,0.616
Kia,Sorento,2022,4,53635,Дизель,Автомат,Тэгу,0,1,2199,17700000,1.328
Genesis,G80,2024,2,32847,LPG,Автомат,Тэгу,1,3,2497,37200000,0.991
Ssangyong,Torres,2024,2,18882,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2497,24300000,1.082
Ssangyong,Torres,2020,6,93056,Бензин,Автомат,Сеул,1,1,2497,5900000,0.897
Renault Korea,QM6,2021,5,65280,Гибрид,Автомат,Кёнгидо (Ансан),1,1,2199,8500000,0.766
Kia,Sorento,2016,10,165931,Бензин,Автомат,Ульсан,0,2,1600,5600000,1.026
Hyundai,Tucson,2022,4,45682,Гибрид,Автомат,Сеул,0,1,2497,16300000,1.082
Hyundai,Avante,2022,4,67811,Дизель,Автомат,Пусан,0,1,2199,12400000,0.93
Kia,Carnival,2017,9,171962,Бензин,Автомат,Ульсан,0,3,1998,6300000,1.078
Kia,Sportage,2025,1,17404,Бензин,Автомат,Кёнгидо (Ансан),0,2,2999,24400000,0.975
Hyundai,Tucson,2020,6,110986,Дизель,Автомат,Пусан,0,3,2199,8400000,1.195
Renault Korea,QM6,2016,10,155452,Дизель,Автомат,Ульсан,0,2,2199,3900000,0.872
Chevrolet,Trailblazer,2016,10,195300,Бензин,Автомат,Пусан,0,1,2999,4200000,0.872
Hyundai,Santa Fe,2017,9,98417,Бензин,Автомат,Сеул,0,2,1998,5700000,1.026
Hyundai,Avante,2016,10,144832,Гибрид,Автомат,Сеул,0,3,2497,3000000,0.65
Ssangyong,Torres,2020,6,57135,Гибрид,Автомат,Инчхон,0,3,2497,6700000,1.082
Hyundai,Santa Fe,2021,5,102134,Гибрид,Автомат,Ульсан,1,1,1600,11200000,0.901
Kia,K5,2024,2,33027,Дизель,Автомат,Кёнгидо (Ансан),0,3,2999,19500000,1.063
Genesis,G80,2024,2,33266,Дизель,Автомат,Пусан,1,3,1600,32100000,1.096
Hyundai,Santa Fe,2025,1,11884,Бензин,Автомат,Тэгу,0,2,2199,30400000,1.026
Kia,Sportage,2025,1,22249,Гибрид,Автомат,Сеул,1,1,2199,24000000,0.662
Kia,K5,2021,5,79397,Бензин,Автомат,Сеул,1,3,2497,6700000,0.797
Kia,Sorento,2017,9,158322,Дизель,Механика,Кёнгидо (Ансан),0,1,2497,5600000,0.803
Hyundai,Avante,2023,3,50245,Бензин,Автомат,Сеул,0,1,2497,14900000,0.93
Hyundai,Tucson,2020,6,85624,Бензин,Автомат,Пусан,1,1,1600,7800000,0.897
Hyundai,Santa Fe,2025,1,18857,Гибрид,Автомат,Тэгу,0,1,2999,33400000,0.929
Kia,Carnival,2024,2,22904,Гибрид,Автомат,Ульсан,0,3,1998,31600000,1.262
Hyundai,Sonata,2026,0,500,LPG,Автомат,Инчхон,0,1,2199,27500000,0.743
Kia,Sorento,2022,4,58667,Дизель,Автомат,Кёнгидо (Ансан),0,2,2497,20300000,1.328
Ssangyong,Torres,2022,4,67110,Бензин,Автомат,Инчхон,0,3,2497,16900000,1.195
Renault Korea,QM6,2023,3,35151,Дизель,Автомат,Инчхон,0,1,2199,17700000,1.129
Hyundai,Sonata,2025,1,5837,Гибрид,Автомат,Тэгу,1,2,2999,22000000,0.557
Kia,K5,2021,5,46337,Бензин,Автомат,Тэгу,0,1,2999,12000000,1.063
Kia,Sportage,2020,6,83933,Дизель,Автомат,Пусан,0,1,2199,10000000,1.262
Ssangyong,Torres,2017,9,146640,Бензин,Автомат,Ульсан,0,2,2999,4500000,0.924
Ssangyong,Torres,2020,6,99558,Дизель,Автомат,Тэгу,0,1,1600,10300000,1.195
Kia,Sportage,2025,1,20506,Бензин,Автомат,Инчхон,0,3,1998,23900000,0.975
Kia,K5,2025,1,10977,Дизель,Механика,Кёнгидо (Ансан),0,2,2497,20400000,0.643
Kia,Sorento,2022,4,34292,Дизель,Автомат,Тэгу,0,1,2497,22000000,1.328
Kia,Sorento,2024,2,9199,Бензин,Автомат,Ульсан,1,3,1998,24200000,0.996
Kia,K5,2018,8,135488,Дизель,Автомат,Инчхон,0,3,1998,3900000,0.821
Hyundai,Avante,2017,9,153052,Бензин,Автомат,Сеул,1,3,2199,3000000,0.539
Hyundai,Santa Fe,2020,6,92416,Бензин,Автомат,Сеул,0,2,2497,12700000,1.328
Renault Korea,QM6,2018,8,120355,Гибрид,Автомат,Ульсан,0,3,1600,4200000,0.789
Kia,Carnival,2022,4,53946,Гибрид,Автомат,Кёнгидо (Ансан),0,2,2497,21800000,1.262
Kia,Sorento,2016,10,128139,Бензин,Автомат,Ульсан,0,1,2999,5600000,1.026
Hyundai,Tucson,2025,1,17203,Дизель,Автомат,Кёнгидо (Ансан),1,3,2999,23700000,0.693
Hyundai,Santa Fe,2016,10,126836,Гибрид,Механика,Инчхон,0,2,2199,5700000,0.727
Ssangyong,Torres,2026,0,500,Бензин,Автомат,Пусан,0,3,1600,27500000,0.924
Hyundai,Avante,2018,8,118867,Дизель,Автомат,Пусан,0,3,1998,3000000,0.718
Chevrolet,Trailblazer,2022,4,63686,Бензин,Автомат,Пусан,0,1,1600,15100000,1.129
Hyundai,Tucson,2016,10,174462,Бензин,Автомат,Пусан,1,2,1998,4800000,0.693
Kia,Carnival,2022,4,38088,Бензин,Автомат,Тэгу,0,2,1998,23200000,1.395
Kia,K5,2022,4,80266,Гибрид,Автомат,Сеул,1,2,2999,12400000,0.721
Kia,Carnival,2020,6,76709,Гибрид,Автомат,Тэгу,0,1,2497,15500000,1.262
Kia,Sorento,2024,2,31120,Бензин,Автомат,Пусан,0,3,2999,25400000,1.328
Kia,Sportage,2016,10,151663,Дизель,Автомат,Инчхон,0,3,2999,4600000,0.975
Hyundai,Sonata,2018,8,157542,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2199,5600000,0.743
Chevrolet,Trailblazer,2022,4,35194,Бензин,Автомат,Сеул,0,2,2199,14200000,1.129
Kia,Sorento,2021,5,80920,LPG,Автомат,Сеул,1,1,2497,13600000,0.901
Renault Korea,QM6,2025,1,18307,Бензин,Автомат,Инчхон,0,2,1998,23600000,0.872
Renault Korea,QM6,2025,1,13596,Дизель,Автомат,Пусан,0,2,2999,21800000,0.872
Hyundai,Sonata,2025,1,13005,Бензин,Механика,Кёнгидо (Ансан),0,1,1600,21300000,0.643
Kia,Carnival,2025,1,6213,Гибрид,Автомат,Пусан,0,1,1600,35400000,0.975
Hyundai,Sonata,2020,6,96442,Бензин,Автомат,Инчхон,1,1,2497,7300000,0.797
Hyundai,Avante,2024,2,37816,LPG,Автомат,Кёнгидо (Ансан),0,1,2999,14100000,0.841
Hyundai,Tucson,2018,8,132906,Бензин,Механика,Сеул,0,3,1998,4800000,0.723
Hyundai,Avante,2021,5,46788,Бензин,Автомат,Ульсан,0,2,2999,8000000,0.93
Renault Korea,QM6,2026,0,6031,Бензин,Автомат,Кёнгидо (Ансан),0,2,1998,25300000,0.872
Kia,Sportage,2026,0,3611,Дизель,Автомат,Сеул,0,2,1600,29000000,0.975
Chevrolet,Trailblazer,2025,1,16867,Дизель,Автомат,Ульсан,1,2,2199,20500000,0.654
Hyundai,Avante,2023,3,37419,Бензин,Автомат,Пусан,0,1,1600,14800000,0.93
Renault Korea,QM6,2025,1,15869,LPG,Автомат,Инчхон,0,2,2497,23000000,0.789
Kia,Sorento,2025,1,13981,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2497,35400000,0.929
Kia,Sportage,2016,10,122922,Дизель,Механика,Тэгу,1,1,2497,4600000,0.572
Hyundai,Sonata,2022,4,50149,Бензин,Автомат,Инчхон,0,3,1600,13400000,1.063
Renault Korea,QM6,2026,0,500,Гибрид,Автомат,Пусан,1,3,1600,21600000,0.592
Hyundai,Tucson,2018,8,128233,Гибрид,Автомат,Кёнгидо (Ансан),0,2,1600,4900000,0.836
Hyundai,Tucson,2022,4,60192,Дизель,Автомат,Кёнгидо (Ансан),1,1,2999,13200000,0.897
Hyundai,Tucson,2026,0,7205,Гибрид,Автомат,Пусан,0,2,1600,29100000,0.836
Hyundai,Santa Fe,2021,5,72812,Дизель,Автомат,Сеул,1,1,1998,12700000,0.996
Ssangyong,Torres,2026,0,3839,Гибрид,Автомат,Кёнгидо (Ансан),1,1,2497,26200000,0.627
Hyundai,Avante,2018,8,132430,Дизель,Автомат,Сеул,0,1,1998,3000000,0.718
Hyundai,Sonata,2016,10,174748,Дизель,Автомат,Кёнгидо (Ансан),0,1,1998,4000000,0.821
Hyundai,Tucson,2025,1,12175,Дизель,Автомат,Пусан,1,1,1600,23800000,0.693
Renault Korea,QM6,2019,7,110071,Бензин,Автомат,Инчхон,1,1,1600,6300000,0.654
Kia,Carnival,2020,6,101472,Дизель,Автомат,Тэгу,1,2,2199,12100000,1.046
Ssangyong,Torres,2024,2,22305,Гибрид,Автомат,Инчхон,0,2,1600,23800000,1.082
Kia,Sportage,2020,6,76966,Бензин,Автомат,Пусан,0,3,2497,9800000,1.262
Hyundai,Sonata,2022,4,29851,Дизель,Автомат,Сеул,0,2,1600,17100000,1.063
Kia,K5,2019,7,88321,Бензин,Автомат,Сеул,0,3,2999,7200000,0.821
Hyundai,Santa Fe,2019,7,82438,Гибрид,Автомат,Кёнгидо (Ансан),0,1,1600,8500000,0.929
Hyundai,Santa Fe,2021,5,69006,Дизель,Автомат,Тэгу,0,2,2199,17100000,1.328
Hyundai,Avante,2025,1,12451,Бензин,Автомат,Сеул,1,1,1600,15900000,0.539
Chevrolet,Trailblazer,2018,8,142227,Бензин,Автомат,Кёнгидо (Ансан),1,1,1600,4200000,0.654
Hyundai,Sonata,2023,3,26903,Гибрид,Автомат,Кёнгидо (Ансан),1,2,2999,14600000,0.721
Hyundai,Santa Fe,2016,10,176668,Дизель,Механика,Кёнгидо (Ансан),0,2,2497,5700000,0.803
Hyundai,Tucson,2019,7,85940,Гибрид,Автомат,Инчхон,0,3,1998,6300000,0.836
Kia,Carnival,2026,0,3400,Бензин,Автомат,Тэгу,0,1,2199,39300000,1.078
Genesis,G80,2024,2,14155,Гибрид,Автомат,Ульсан,0,3,1600,43700000,1.322
Ssangyong,Torres,2023,3,49472,Бензин,Автомат,Тэгу,1,3,1998,18400000,0.897
Kia,Carnival,2020,6,91133,Бензин,Автомат,Пусан,0,3,1998,13100000,1.395
Kia,Sorento,2023,3,41651,Бензин,Автомат,Сеул,0,1,2199,22300000,1.328
Kia,Carnival,2022,4,62218,Дизель,Механика,Инчхон,0,1,2999,24100000,1.091
Kia,Carnival,2018,8,106810,Дизель,Автомат,Ульсан,0,3,2999,6300000,1.078
Genesis,G80,2021,5,68809,Бензин,Автомат,Ульсан,0,3,1600,20000000,1.461
Hyundai,Avante,2022,4,37354,Дизель,Автомат,Тэгу,0,1,1600,10400000,0.93
Hyundai,Santa Fe,2024,2,26033,Гибрид,Автомат,Ульсан,0,3,1998,29000000,1.202
Ssangyong,Torres,2021,5,83632,Бензин,Автомат,Тэгу,0,3,2199,13100000,1.195
Hyundai,Avante,2017,9,123125,Бензин,Автомат,Пусан,0,1,2999,3000000,0.718
Hyundai,Sonata,2016,10,193013,Бензин,Автомат,Сеул,1,3,2497,4000000,0.616
Ssangyong,Torres,2025,1,21550,Бензин,Автомат,Инчхон,0,2,1600,27200000,0.924
Hyundai,Avante,2016,10,160613,Бензин,Автомат,Кёнгидо (Ансан),1,2,1998,3000000,0.539
Chevrolet,Trailblazer,2024,2,45077,Дизель,Автомат,Сеул,0,3,2497,21500000,1.129
Chevrolet,Trailblazer,2026,0,500,Бензин,Автомат,Кёнгидо (Ансан),0,1,1600,28000000,0.872
Hyundai,Avante,2021,5,51665,Гибрид,Автомат,Инчхон,0,3,2497,8300000,0.841
Chevrolet,Trailblazer,2023,3,44744,Бензин,Механика,Кёнгидо (Ансан),0,2,1600,21000000,0.884
Chevrolet,Trailblazer,2020,6,116281,Гибрид,Автомат,Инчхон,0,3,1998,8200000,1.021
Chevrolet,Trailblazer,2021,5,41778,Гибрид,Автомат,Тэгу,0,2,1998,13100000,1.021
Ssangyong,Torres,2017,9,117852,Дизель,Автомат,Тэгу,0,3,2999,4500000,0.924
Hyundai,Avante,2024,2,27006,Бензин,Автомат,Ульсан,0,3,1600,14100000,0.93
Hyundai,Santa Fe,2023,3,62519,Бензин,Автомат,Ульсан,0,3,1998,22300000,1.328
Kia,Sorento,2023,3,35810,Гибрид,Автомат,Сеул,0,2,2999,22100000,1.202
Hyundai,Sonata,2026,0,500,Бензин,Автомат,Тэгу,1,1,2199,23500000,0.616
Kia,K5,2018,8,120965,Дизель,Автомат,Кёнгидо (Ансан),1,3,2199,3900000,0.616
Chevrolet,Trailblazer,2022,4,90064,Дизель,Автомат,Пусан,0,2,1600,15600000,1.129
Kia,Carnival,2018,8,121079,Бензин,Автомат,Сеул,0,2,1600,6300000,1.078
Renault Korea,QM6,2023,3,36648,Бензин,Автомат,Сеул,1,2,1998,13000000,0.847
Ssangyong,Torres,2018,8,84936,Бензин,Автомат,Пусан,0,3,2999,4500000,0.924
Kia,K5,2017,9,137968,Бензин,Автомат,Ульсан,0,3,2199,3900000,0.821
Kia,K5,2022,4,55305,Бензин,Автомат,Ульсан,0,2,2199,14600000,1.063
Kia,Carnival,2023,3,52275,Дизель,Автомат,Тэгу,0,3,2199,26800000,1.395
Kia,Sorento,2021,5,92136,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,16400000,1.328
Hyundai,Avante,2024,2,26214,Бензин,Автомат,Сеул,0,2,1600,17400000,0.93
Renault Korea,QM6,2021,5,105240,Бензин,Автомат,Инчхон,0,2,2199,11600000,1.129
Ssangyong,Torres,2021,5,77971,Бензин,Автомат,Ульсан,0,3,2199,12500000,1.195
Hyundai,Sonata,2017,9,95936,Бензин,Механика,Сеул,0,1,1998,4000000,0.643
Genesis,G80,2021,5,78830,Дизель,Автомат,Тэгу,0,2,2999,22200000,1.461
Hyundai,Sonata,2017,9,93348,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,4000000,0.821
Hyundai,Santa Fe,2021,5,44638,Гибрид,Механика,Кёнгидо (Ансан),0,2,2999,16100000,0.941
Hyundai,Avante,2017,9,180575,Дизель,Автомат,Пусан,0,1,1600,3000000,0.718
Ssangyong,Torres,2023,3,54925,Бензин,Автомат,Тэгу,0,2,2999,21000000,1.195
Ssangyong,Torres,2025,1,14713,Бензин,Автомат,Сеул,0,3,2497,28100000,0.924
Renault Korea,QM6,2023,3,33641,Бензин,Автомат,Инчхон,0,3,2497,16500000,1.129
Kia,Carnival,2024,2,25821,Дизель,Автомат,Инчхон,0,1,2199,28000000,1.395
Kia,Carnival,2020,6,98660,Бензин,Автомат,Ульсан,0,3,2999,14400000,1.395
Kia,Sorento,2022,4,62026,Бензин,Автомат,Сеул,0,2,2497,23300000,1.328
Renault Korea,QM6,2019,7,92056,Бензин,Автомат,Сеул,0,2,2497,6700000,0.872
Kia,Sportage,2024,2,29095,Гибрид,Автомат,Тэгу,0,2,1998,23900000,1.142
Genesis,G80,2019,7,110280,Дизель,Автомат,Пусан,0,3,1998,8200000,1.129
Chevrolet,Trailblazer,2022,4,79749,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,14000000,1.129
Hyundai,Avante,2023,3,58024,Дизель,Автомат,Пусан,0,2,1998,11400000,0.93
Hyundai,Avante,2025,1,22665,Гибрид,Автомат,Сеул,0,3,2199,17300000,0.65
Hyundai,Tucson,2021,5,87537,Гибрид,Автомат,Кёнгидо (Ансан),1,1,1998,12600000,0.811
Hyundai,Sonata,2024,2,35186,Дизель,Автомат,Инчхон,0,2,2497,22300000,1.063
Renault Korea,QM6,2018,8,135506,Дизель,Автомат,Тэгу,0,2,2999,3900000,0.872
Genesis,G80,2019,7,97960,Бензин,Автомат,Инчхон,0,3,2199,8200000,1.129
Kia,Sorento,2017,9,132039,Дизель,Автомат,Сеул,0,1,1998,5600000,1.026
Ssangyong,Torres,2021,5,89651,Дизель,Автомат,Сеул,0,3,2199,13000000,1.195
Kia,Sorento,2025,1,16090,Бензин,Автомат,Пусан,0,1,1998,35900000,1.026
Ssangyong,Torres,2024,2,27669,Бензин,Автомат,Ульсан,0,3,2199,22300000,1.195
Kia,Carnival,2018,8,114811,Гибрид,Автомат,Сеул,1,3,2199,6300000,0.731
Hyundai,Tucson,2026,0,500,Дизель,Автомат,Ульсан,0,1,1600,32900000,0.924
Renault Korea,QM6,2021,5,65241,Дизель,Автомат,Пусан,0,3,1998,10000000,1.129
Genesis,G80,2016,10,128364,Бензин,Механика,Инчхон,1,3,1600,8200000,0.663
Kia,Carnival,2016,10,151796,Бензин,Автомат,Кёнгидо (Ансан),0,2,2497,6300000,1.078
Chevrolet,Trailblazer,2020,6,59170,LPG,Автомат,Кёнгидо (Ансан),1,2,2199,5400000,0.766
Kia,K5,2025,1,19007,Дизель,Автомат,Ульсан,0,3,2199,23000000,0.821
Kia,Carnival,2024,2,37260,Бензин,Автомат,Пусан,0,1,2999,36600000,1.395
Kia,Sportage,2024,2,40545,Бензин,Автомат,Ульсан,0,1,1600,23400000,1.262
Renault Korea,QM6,2021,5,65567,Бензин,Автомат,Тэгу,1,3,2999,6700000,0.847
Renault Korea,QM6,2025,1,14310,Гибрид,Автомат,Пусан,0,2,2199,22200000,0.789
Hyundai,Santa Fe,2025,1,14709,Бензин,Механика,Кёнгидо (Ансан),1,3,1600,32700000,0.602
Hyundai,Sonata,2023,3,34393,Дизель,Автомат,Пусан,0,1,2497,18000000,1.063
Hyundai,Avante,2019,7,131755,Бензин,Автомат,Тэгу,0,1,1600,6300000,0.718
Kia,Sportage,2022,4,59565,Бензин,Автомат,Сеул,0,3,2497,16700000,1.262
Kia,Sorento,2026,0,5723,Бензин,Автомат,Ульсан,0,1,1998,38000000,1.026
Hyundai,Santa Fe,2020,6,74815,Бензин,Автомат,Тэгу,0,1,1600,13300000,1.328
Kia,Sportage,2026,0,500,Бензин,Автомат,Пусан,1,1,2497,26800000,0.731
Chevrolet,Trailblazer,2019,7,114559,Гибрид,Автомат,Кёнгидо (Ансан),0,3,2497,7300000,0.789
Kia,Sportage,2021,5,63031,Гибрид,Автомат,Сеул,0,3,2497,14700000,1.142
Hyundai,Tucson,2020,6,79217,Гибрид,Автомат,Сеул,0,2,2999,9200000,1.082
Kia,K5,2024,2,34333,Бензин,Автомат,Инчхон,1,1,1600,17000000,0.797
Chevrolet,Trailblazer,2024,2,34663,Бензин,Автомат,Пусан,1,3,1998,21200000,0.847
Kia,Sportage,2023,3,46721,Гибрид,Автомат,Тэгу,0,2,2497,19700000,1.142
Hyundai,Tucson,2017,9,69691,Бензин,Механика,Пусан,0,1,2199,4800000,0.723
Hyundai,Santa Fe,2021,5,108543,Дизель,Автомат,Ульсан,0,3,1998,14500000,1.328
Ssangyong,Torres,2022,4,52985,Гибрид,Автомат,Сеул,0,3,1600,13100000,1.082
Hyundai,Sonata,2026,0,2378,Дизель,Автомат,Инчхон,0,1,1600,25200000,0.821
Kia,Carnival,2026,0,500,Гибрид,Автомат,Кёнгидо (Ансан),0,1,1998,39100000,0.975
Kia,Sportage,2020,6,107196,Бензин,Автомат,Кёнгидо (Ансан),0,1,2199,10400000,1.262
Renault Korea,QM6,2025,1,14859,Дизель,Автомат,Пусан,0,2,1998,22800000,0.872
Kia,K5,2016,10,162210,Бензин,Автомат,Инчхон,1,1,1600,3900000,0.616
Ssangyong,Torres,2016,10,130499,Бензин,Автомат,Тэгу,0,3,2199,4500000,0.924
Chevrolet,Trailblazer,2025,1,11748,Гибрид,Автомат,Тэгу,1,1,1600,21800000,0.592
Hyundai,Tucson,2024,2,33661,Бензин,Автомат,Ульсан,0,2,1600,23400000,1.195
Kia,Sportage,2024,2,40899,LPG,Автомат,Ульсан,1,1,1600,19400000,0.856
Kia,Sorento,2022,4,62408,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2199,20800000,1.202
Kia,Carnival,2021,5,81514,Бензин,Автомат,Ульсан,1,3,2199,12100000,1.046
Kia,Sorento,2023,3,46103,Дизель,Автомат,Пусан,0,2,2497,26800000,1.328
Ssangyong,Torres,2020,6,113524,Дизель,Автомат,Кёнгидо (Ансан),1,3,2199,6500000,0.897
Hyundai,Santa Fe,2025,1,13122,Бензин,Автомат,Сеул,0,1,2999,31900000,1.026
Genesis,G80,2019,7,107474,Бензин,Автомат,Сеул,0,2,2999,11900000,1.129
Hyundai,Tucson,2026,0,500,Дизель,Автомат,Тэгу,1,1,1600,29900000,0.693
Hyundai,Avante,2017,9,204448,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,3000000,0.718
Renault Korea,QM6,2019,7,91883,Бензин,Механика,Ульсан,0,1,2199,8000000,0.683
Kia,Sportage,2023,3,34669,Гибрид,Автомат,Тэгу,0,2,1600,18500000,1.142
Hyundai,Sonata,2025,1,10377,Бензин,Автомат,Пусан,0,2,1600,23400000,0.821
Genesis,G80,2020,6,91343,Бензин,Автомат,Инчхон,0,3,1998,18700000,1.461
Kia,K5,2020,6,91099,Гибрид,Автомат,Инчхон,0,3,2199,6900000,0.961
Kia,Sorento,2019,7,115736,Бензин,Автомат,Кёнгидо (Ансан),0,1,2199,9400000,1.026
Kia,K5,2024,2,31295,Бензин,Автомат,Инчхон,0,2,2497,20500000,1.063
Kia,Sorento,2024,2,30078,Бензин,Автомат,Тэгу,1,2,2497,25700000,0.996
Hyundai,Sonata,2018,8,99353,Бензин,Автомат,Инчхон,0,2,2199,4000000,0.821
Hyundai,Sonata,2026,0,1933,Бензин,Автомат,Пусан,0,3,1998,24800000,0.821
Kia,K5,2017,9,129579,Дизель,Автомат,Кёнгидо (Ансан),1,1,2497,3900000,0.616
Ssangyong,Torres,2018,8,133902,Бензин,Автомат,Ульсан,0,2,1998,4500000,0.924
Kia,Sorento,2020,6,102731,Бензин,Автомат,Пусан,0,2,1998,14000000,1.328
Hyundai,Tucson,2016,10,113343,Бензин,Механика,Пусан,0,2,2199,4800000,0.723
Hyundai,Sonata,2022,4,46662,Гибрид,Автомат,Ульсан,1,1,2999,12100000,0.721
Ssangyong,Torres,2018,8,156631,Бензин,Автомат,Ульсан,0,2,2199,4500000,0.924
Chevrolet,Trailblazer,2026,0,1154,Бензин,Автомат,Пусан,0,3,1600,28200000,0.872
Hyundai,Avante,2016,10,199294,LPG,Механика,Пусан,0,1,2199,3000000,0.509
Chevrolet,Trailblazer,2025,1,15908,Дизель,Автомат,Пусан,0,2,1998,21900000,0.872
Hyundai,Tucson,2024,2,43095,Дизель,Автомат,Пусан,0,2,2199,22700000,1.195
Kia,Carnival,2023,3,51693,Дизель,Механика,Сеул,0,2,2497,30200000,1.091
Genesis,G80,2019,7,105477,Дизель,Автомат,Ульсан,1,1,1998,8200000,0.847
Kia,Sorento,2018,8,92643,Дизель,Автомат,Пусан,0,2,1998,5600000,1.026
Kia,Carnival,2024,2,33392,Гибрид,Автомат,Пусан,0,2,2999,33300000,1.262
Kia,K5,2020,6,81249,Бензин,Автомат,Ульсан,0,3,2497,8600000,1.063
Kia,Sorento,2024,2,34629,Дизель,Автомат,Пусан,0,3,1600,29000000,1.328
Hyundai,Tucson,2021,5,78252,Гибрид,Автомат,Инчхон,0,1,2999,14800000,1.082
Ssangyong,Torres,2025,1,13255,Бензин,Автомат,Пусан,0,3,2999,24400000,0.924
Renault Korea,QM6,2019,7,58466,Бензин,Автомат,Сеул,0,3,2497,7900000,0.872
Hyundai,Avante,2020,6,83836,Бензин,Автомат,Тэгу,0,1,1600,7800000,0.93
Kia,K5,2026,0,1112,Бензин,Автомат,Ульсан,0,3,1998,24300000,0.821
Hyundai,Sonata,2020,6,126023,Бензин,Автомат,Пусан,0,2,2199,8300000,1.063
Chevrolet,Trailblazer,2020,6,104156,Бензин,Автомат,Сеул,0,1,2999,10600000,1.129
Kia,K5,2019,7,117759,Бензин,Автомат,Кёнгидо (Ансан),0,2,1998,3900000,0.821
Kia,Carnival,2024,2,36145,Дизель,Автомат,Пусан,0,2,2199,33500000,1.395
Ssangyong,Torres,2018,8,127241,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,4500000,0.924
Hyundai,Tucson,2020,6,90032,Дизель,Автомат,Тэгу,0,3,2199,11500000,1.195
Kia,Carnival,2019,7,96524,Бензин,Автомат,Инчхон,0,2,2199,7100000,1.078
Genesis,G80,2016,10,160741,Гибрид,Автомат,Пусан,0,3,2497,8200000,1.021
Genesis,G80,2021,5,84814,Бензин,Автомат,Пусан,1,1,2999,19400000,1.096
Hyundai,Avante,2025,1,13007,Гибрид,Автомат,Сеул,0,2,1600,18900000,0.65
Genesis,G80,2023,3,53382,Дизель,Механика,Кёнгидо (Ансан),1,2,1998,31200000,0.858
Hyundai,Santa Fe,2024,2,28682,Бензин,Автомат,Инчхон,0,3,2199,32700000,1.328
Ssangyong,Torres,2021,5,63351,Бензин,Автомат,Кёнгидо (Ансан),0,2,2199,13000000,1.195
Hyundai,Avante,2022,4,32459,Гибрид,Автомат,Тэгу,0,3,1998,11200000,0.841
Ssangyong,Torres,2026,0,500,Бензин,Автомат,Кёнгидо (Ансан),0,1,2199,31700000,0.924
Hyundai,Tucson,2020,6,110861,Дизель,Автомат,Инчхон,0,2,1998,9800000,1.195
Hyundai,Santa Fe,2018,8,129327,Дизель,Автомат,Инчхон,0,1,2199,5700000,1.026
Genesis,G80,2019,7,77650,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,14200000,1.129
Kia,Carnival,2021,5,75705,Гибрид,Автомат,Ульсан,0,2,2199,16100000,1.262
Chevrolet,Trailblazer,2018,8,122953,Гибрид,Автомат,Сеул,1,2,2999,4200000,0.592
Kia,K5,2020,6,102621,Гибрид,Автомат,Тэгу,0,2,1600,8200000,0.961
Kia,Sorento,2017,9,126649,LPG,Автомат,Ульсан,0,3,1998,5600000,0.929
